"","test_freq","outcome","risk","delay","sensitivity","sens_multiplier","Lower","Upper","Min","Q1","Median","Mean","Q3","Max","R0"
"114","2","nInfected","0.645","3","median","1","23.7710241978751","23.39642650776","81.9837854068662","29.936943248924","19.9279351416275","23.5837253528175","14.6732058852968","0",1.5
"115","3","Infectiousness","0.645","3","median","1","26.2242972109804","25.9215435022404","73.046331400392","30.56656457053","24.5231868086187","26.0729203566104","18.9248770610757","0",1.5
"116","3","nInfected","0.645","3","median","1","19.1272861592798","18.8018500633205","66.9702732459213","23.9315383845461","15.9243318987088","18.9645681113002","10.9198278450606","0.910819737763984",1.5
"117","4","Infectiousness","0.645","3","median","1","21.9156026338227","21.6106133316881","66.4689229019951","25.4990393534938","19.6693512805911","21.7631079827554","15.0788487928818","0.53717741795585",1.5
"118","4","nInfected","0.645","3","median","1","15.5899031857805","15.2678688090148","65.9693724351917","18.9270343308978","11.9207286557902","15.4288859973977","7.91712541287158","0.910819737763984",1.5
"119","5","Infectiousness","0.645","3","median","1","17.651223305148","17.3520071214986","80.6452187002287","21.6829580571088","16.4045151844507","17.5016152133233","10.6026030399978","0",1.5
"120","5","nInfected","0.645","3","median","1","12.2597527041957","11.9570424114083","82.9846862175958","15.1736562906616","9.9189270343309","12.108397557802","4.91442298068261","0",1.5
"121","7","Infectiousness","0.645","3","median","1","11.9074208905075","11.6808522620901","67.4943634183726","15.2433237377111","10.4793778711023","11.7941365762988","7.0586928313074","0",1.5
"122","7","nInfected","0.645","3","median","1","7.35477914125479","7.14326910216427","69.9729756781103","9.9189270343309","4.91442298068261","7.24902412170953","2.9126213592233","0",1.5
"123","10","Infectiousness","0.645","3","median","1","6.56281026196596","6.41038646963965","21.9563556310975","9.5238284819652","6.10488367321892","6.4865983658028","3.2707661013647","0",1.5
"124","10","nInfected","0.645","3","median","1","3.31517125648025","3.22071103758441","22.9306375738164","4.91442298068261","1.91172054849364","3.26794114703233","0.910819737763984","0",1.5
"125","15","Infectiousness","0.645","3","median","1","3.83323949329527","3.68561262559672","43.305084321697","6.02383943308207","3.39666437281105","3.759426059446","1.09245078991863","0",1.5
"126","15","nInfected","0.645","3","median","1","1.35082941802601","1.26152169797838","45.9513562205985","1.91172054849364","0.910819737763984","1.30617555800219","0","0",1.5
"127","20","Infectiousness","0.645","3","median","1","2.7051940143316","2.57850961371991","12.9908181327582","4.7963773168927","2.59965354412415","2.64185181402575","0.452687527047342","0",1.5
"128","20","nInfected","0.645","3","median","1","0.603108973099115","0.567944975454571","13.9225302772495","0.910819737763984","0","0.585526974276843","0","0",1.5
"129","25","Infectiousness","0.645","3","median","1","2.12204996577553","1.99297510007566","16.2516515472675","4.28779410699897","2.14548705045336","2.0575125329256","0","0",1.5
"130","25","nInfected","0.645","3","median","1","0.427757546146056","0.402990126759543","5.91532379141227","0.910819737763984","0","0.4153738364528","0","0",1.5
"131","30","Infectiousness","0.645","3","median","1","1.60863247154249","1.48565205007891","12.5591348473049","3.81696211369482","1.54604576007363","1.5471422608107","0","0",1.5
"132","30","nInfected","0.645","3","median","1","0.234689591060545","0.215715773767789","4.91442298068261","0.910819737763984","0","0.225202682414167","0","0",1.5
"133","1","Infectiousness","0.645","5","median","1","26.5541094579279","26.1822534096322","77.9461509090215","32.6794718678974","24.3133538715164","26.36818143378","17.309550705579","1.16225368067196",1.5
