"","test_freq","outcome","risk","delay","sensitivity","sens_multiplier","Lower","Upper","Min","Q1","Median","Mean","Q3","Max","R0"
"134","1","nInfected","0.645","5","random","1","33.9406022099654","33.4767110444611","100","51.3324866324429","30.0404495341366","33.7086566272133","13.8179450782843","0",1.5
"135","2","Infectiousness","0.645","5","random","1","24.8751894728542","24.1458409987221","100","52.2488272235776","24.2026930684856","24.5105152357882","0","0",1.5
"136","2","nInfected","0.645","5","random","1","31.3555862615865","30.8854673473871","100","48.2907670469706","26.9987299486643","31.1205268044868","9.76231896432116","0",1.5
"137","3","Infectiousness","0.645","5","random","1","21.5727074808955","20.8326053931311","100","48.6488761457551","19.5761436777518","21.2026564370133","0","0",1.5
"138","3","nInfected","0.645","5","random","1","29.7130526151383","29.2408093014652","100","46.262953989989","23.957010363192","29.4769309583018","7.73450590733962","0",1.5
"139","4","Infectiousness","0.645","5","random","1","18.4652658995318","17.7203688152616","100","46.5734332170923","13.6480335137452","18.0928173573967","0","0",1.5
"140","4","nInfected","0.645","5","random","1","27.2181248847714","26.7558550718975","100","44.2351409330075","21.4222440419651","26.9869899783344","5.70669285035807","0",1.5
"141","5","Infectiousness","0.645","5","random","1","15.8134185381716","15.0544062320096","100","42.8919517204904","11.7720144246996","15.4339123850906","0","0",1.5
"142","5","nInfected","0.645","5","random","1","25.1227984629174","24.6525411957697","100","39.1656082905536","18.8874777207381","24.8876698293435","4.6927863218673","0",1.5
"143","7","Infectiousness","0.645","5","random","1","9.1141398413751","8.40162176761537","100","30.8260206380497","0.92694736897589","8.75788080449523","0","0",1.5
"144","7","nInfected","0.645","5","random","1","17.8721132776484","17.4502556349102","100","26.9987299486643","9.76231896432116","17.6611844562793","1.65106673639498","0",1.5
"145","10","Infectiousness","0.645","5","random","1","5.74848707270581","5.07690072616477","100","23.5887738769105","0","5.41269389943529","0","0",1.5
"146","10","nInfected","0.645","5","random","1","11.3289614759308","10.9513676701464","100","13.8179450782843","3.67887979337652","11.1401645730386","0","0",1.5
"147","15","Infectiousness","0.645","5","random","1","0.446675440363558","0","100","15.1444635121257","0","0.144711807635205","0","0",1.5
"148","15","nInfected","0.645","5","random","1","4.59827401849465","4.29208533132447","100","3.67887979337652","0.637160207904203","4.44517967490956","0","0",1.5
"149","20","Infectiousness","0.645","5","random","1","0.298959830897408","0","100","14.3945691880018","0","0.011947757299074","0","0",1.5
"150","20","nInfected","0.645","5","random","1","2.4916988422896","2.21709653002755","100","1.65106673639498","0","2.35439768615857","0","0",1.5
"151","25","Infectiousness","0.645","5","random","1","0.229242209329756","0","100","14.3671457151686","0","0","0","0",1.5
"152","25","nInfected","0.645","5","random","1","1.95490332684509","1.67594931518188","100","0.637160207904203","0","1.81542632101348","0","0",1.5
"153","30","Infectiousness","0.645","5","random","1","0","0","100","12.4787754152589","0","0","0","0",1.5
"154","30","nInfected","0.645","5","random","1","1.51673658015363","1.24108917734128","100","0.637160207904203","0","1.37891287874745","0","0",1.5
