"","test_freq","delay","sensitivity","sens_multiplier","Rc","Rc.Median","Rc.upper","Rc.lower","Rc.Q3","Rc.Q1","Rc.Min","Rc.Max","R0","R0_base"
"34",1,3,"random",1,0.383674990966862,0,0.418242839455255,0.349107142478466,0,0,1.5,0,1.5,1.5
"35",2,3,"random",1,0.670967300066637,0,0.708209799373939,0.633724800759336,0,0,1.5,0,1.5,1.5
"36",3,3,"random",1,0.654594783877658,0,0.692125189473283,0.617064378282033,0,0,1.5,0,1.5,1.5
"37",4,3,"random",1,0.821495516725596,0,0.860805765391665,0.782185268059528,0,0,1.5,0,1.5,1.5
"38",5,3,"random",1,0.909671711061576,0,0.950004924116219,0.869338498006935,0,0,1.5,0,1.5,1.5
"39",7,3,"random",1,1.13798750647144,0,1.18008708280782,1.09588793013507,0,0,1.5,0,1.5,1.5
"40",10,3,"random",1,1.1903439428463,0,1.23311987702773,1.14756800866488,0,0,1.5,0,1.5,1.5
"41",15,3,"random",1,1.34599237921425,0,1.3900388358878,1.30194592254071,0,0,1.5,0,1.5,1.5
"42",20,3,"random",1,1.44357029856309,0,1.48824842097818,1.398892176148,0,0,1.5,0,1.5,1.5
"43",25,3,"random",1,1.17640625039834,0,1.21962580360553,1.13318669719115,0,0,1.5,0,1.5,1.5
"44",30,3,"random",1,1.39530201570938,0,1.43987242908323,1.35073160233553,0,0,1.5,0,1.5,1.5
"45",1,5,"random",1,0.742443697451184,0,0.780158942557931,0.704728452344437,0,0,1.5,0,1.5,1.5
"46",2,5,"random",1,0.992208316741476,0,1.03235900948227,0.952057624000686,0,0,1.5,0,1.5,1.5
"47",3,5,"random",1,1.05125301945599,0,1.09198328624024,1.01052275267174,0,0,1.5,0,1.5,1.5
"48",4,5,"random",1,0.949412346154278,0,0.989441680473851,0.909383011834706,0,0,1.5,0,1.5,1.5
"49",5,5,"random",1,1.09331244651415,0,1.13460430770193,1.05202058532637,0,0,1.5,0,1.5,1.5
"50",7,5,"random",1,1.2511028250807,0,1.29345963234194,1.20874601781946,0,0,1.5,0,1.5,1.5
"51",10,5,"random",1,1.43712822779484,0,1.48084255290829,1.3934139026814,0,0,1.5,0,1.5,1.5
"52",15,5,"random",1,1.3646547796827,0,1.40778882072903,1.32152073863637,0,0,1.5,0,1.5,1.5
"53",20,5,"random",1,1.4179965973701,0,1.46155914964009,1.37443404510011,0,0,1.5,0,1.5,1.5
"54",25,5,"random",1,1.49945835731015,0,1.5,1.45584141997368,0,0,1.5,0,1.5,1.5
"55",30,5,"random",1,1.30411383684331,0,1.34676443510451,1.26146323858211,0,0,1.5,0,1.5,1.5
"56",1,1,"random",0.8,0.118545896517429,0,0.152713491800619,0.0843783012342389,0,0,1.5,0,1.5,1.5
"57",2,1,"random",0.8,0.221272792455195,0,0.25618756676256,0.18635801814783,0,0,1.5,0,1.5,1.5
"58",3,1,"random",0.8,0.44538091622412,0,0.482094095960001,0.408667736488239,0,0,1.5,0,1.5,1.5
"59",4,1,"random",0.8,0.384465220323591,0,0.42114874982862,0.347781690818561,0,0,1.5,0,1.5,1.5
"60",5,1,"random",0.8,0.586027287925908,0,0.624401023484091,0.547653552367725,0,0,1.5,0,1.5,1.5
"61",7,1,"random",0.8,0.92751345717684,0,0.968810871642766,0.886216042710913,0,0,1.5,0,1.5,1.5
"62",10,1,"random",0.8,1.16046251773212,0,1.20408316728033,1.11684186818391,0,0,1.5,0,1.5,1.5
"63",15,1,"random",0.8,1.1785134855452,0,1.22275479288447,1.13427217820593,0,0,1.5,0,1.5,1.5
"64",20,1,"random",0.8,1.32208943753751,0,1.36732183148169,1.27685704359334,0,0,1.5,0,1.5,1.5
"65",25,1,"random",0.8,1.49641520244583,0,1.5,1.44954102097852,0,0,1.5,0,1.5,1.5
"66",30,1,"random",0.8,1.2976102565264,0,1.34302620027662,1.25219431277618,0,0,1.5,0,1.5,1.5
"67",1,0,"perfect",1,0.00275811186766191,0,0.0344600416096995,-0.0289438178743799,0,0,0.696401656631761,0,1.5,1.5
"68",2,0,"perfect",1,0.020776815323505,0,0.0524986187672234,-0.0109449881202151,0,0,1.5,0,1.5,1.5
"69",3,0,"perfect",1,0.0482470106152289,0,0.0800232702336075,0.0164707509968504,0,0,1.5,0,1.5,1.5
"70",4,0,"perfect",1,0.048263356761675,0,0.0800557747147289,0.016470938808621,0,0,1.5,0,1.5,1.5
"71",5,0,"perfect",1,0.147654966133429,0,0.179844584731324,0.115465347535535,0,0,1.5,0,1.5,1.5
"72",7,0,"perfect",1,0.241438011312267,0,0.274248657167534,0.208627365456999,0,0,1.5,0,1.5,1.5
"73",10,0,"perfect",1,0.259591497537072,0,0.292860857127691,0.226322137946453,0,0,1.5,0,1.5,1.5
"74",15,0,"perfect",1,0.507445942321921,0,0.542942539126048,0.471949345517793,0,0,1.5,0,1.5,1.5
"75",20,0,"perfect",1,0.552072213958692,0,0.587495336269747,0.516649091647638,0,0,1.5,0,1.5,1.5
"76",25,0,"perfect",1,0.685457376244831,0,0.721906163967899,0.649008588521763,0,0,1.5,0,1.5,1.5
"77",30,0,"perfect",1,0.833049362989224,0,0.871169163743123,0.794929562235324,0,0,1.5,0,1.5,1.5
